route	resolved	status	final_url	title	notes	screenshot
/versotech_main/commercial-partners/[id]	/versotech_main/commercial-partners/	FAIL_PAGE	http://localhost:3000/versotech_main/commercial-partners	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/014__versotech_main_commercial-partners__id_.png
/versotech_main/dashboard	/versotech_main/dashboard	PASS	http://localhost:3000/versotech_main/dashboard	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/015__versotech_main_dashboard.png
/versotech_main/deals/[id]	/versotech_main/deals//versotech_main/deals/d52d0d1c-e2e0-438c-9798-b9eb3a847638	FAIL_PAGE	http://localhost:3000/versotech_main/deals/versotech_main/deals/d52d0d1c-e2e0-438c-9798-b9eb3a847638	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/016__versotech_main_deals__id_.png
/versotech_main/deals/new	/versotech_main/deals/new	PASS	http://localhost:3000/versotech_main/deals/new	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/017__versotech_main_deals_new.png
/versotech_main/deals	/versotech_main/deals	PASS	http://localhost:3000/versotech_main/deals	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/018__versotech_main_deals.png
/versotech_main/documents	/versotech_main/documents	PASS	http://localhost:3000/versotech_main/documents	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/019__versotech_main_documents.png
/versotech_main/entities/[id]	/versotech_main/entities/	PASS	http://localhost:3000/versotech_main/entities	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/020__versotech_main_entities__id_.png
/versotech_main/entities	/versotech_main/entities	PASS	http://localhost:3000/versotech_main/entities	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/021__versotech_main_entities.png
/versotech_main/escrow	/versotech_main/escrow	PASS	http://localhost:3000/versotech_main/escrow	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/022__versotech_main_escrow.png
/versotech_main/fee-plans	/versotech_main/fee-plans	PASS	http://localhost:3000/versotech_main/fee-plans	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/023__versotech_main_fee-plans.png
/versotech_main/fees	/versotech_main/fees	PASS	http://localhost:3000/versotech_main/fees	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/024__versotech_main_fees.png
/versotech_main/inbox	/versotech_main/inbox	PASS	http://localhost:3000/versotech_main/inbox	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/025__versotech_main_inbox.png
/versotech_main/introducer-agreements/[id]	/versotech_main/introducer-agreements/	PASS	http://localhost:3000/versotech_main/introducer-agreements	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/026__versotech_main_introducer-agreements__id_.png
/versotech_main/introducer-agreements	/versotech_main/introducer-agreements	PASS	http://localhost:3000/versotech_main/introducer-agreements	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/027__versotech_main_introducer-agreements.png
/versotech_main/introducer-profile	/versotech_main/introducer-profile	PASS	http://localhost:3000/versotech_main/introducer-profile	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/028__versotech_main_introducer-profile.png
/versotech_main/introducer-reconciliation	/versotech_main/introducer-reconciliation	PASS	http://localhost:3000/versotech_main/arranger-reconciliation?tab=introducers	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/029__versotech_main_introducer-reconciliation.png
/versotech_main/introducers/[id]	/versotech_main/introducers//versotech_main/introducers/3a2dc66e-4e4f-42a0-a29b-ed80010e4e6c	FAIL_PAGE	http://localhost:3000/versotech_main/introducers/versotech_main/introducers/3a2dc66e-4e4f-42a0-a29b-ed80010e4e6c	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/030__versotech_main_introducers__id_.png
/versotech_main/introducers	/versotech_main/introducers	PASS	http://localhost:3000/versotech_main/introducers	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/031__versotech_main_introducers.png
/versotech_main/introductions	/versotech_main/introductions	PASS	http://localhost:3000/versotech_main/introductions	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/032__versotech_main_introductions.png
/versotech_main/investors/[id]	/versotech_main/investors/	PASS	http://localhost:3000/versotech_main/investors	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/033__versotech_main_investors__id_.png
/versotech_main/investors	/versotech_main/investors	PASS	http://localhost:3000/versotech_main/investors	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/034__versotech_main_investors.png
/versotech_main/kyc-compliance	/versotech_main/kyc-compliance	PASS	http://localhost:3000/versotech_main/kyc-compliance	KYC Compliance ; V E R S O		tasks/currency-ui-evidence/screenshots/035__versotech_main_kyc-compliance.png
/versotech_main/kyc-review	/versotech_main/kyc-review	PASS	http://localhost:3000/versotech_main/kyc-review	KYC Review ; VERSO		tasks/currency-ui-evidence/screenshots/036__versotech_main_kyc-review.png
/versotech_main/lawyer-deal/[id]	/versotech_main/lawyer-deal//versotech_main/deals/d52d0d1c-e2e0-438c-9798-b9eb3a847638	FAIL_PAGE	http://localhost:3000/versotech_main/lawyer-deal/versotech_main/deals/d52d0d1c-e2e0-438c-9798-b9eb3a847638	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/037__versotech_main_lawyer-deal__id_.png
/versotech_main/lawyer-profile	/versotech_main/lawyer-profile	PASS	http://localhost:3000/versotech_main/lawyer-profile	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/038__versotech_main_lawyer-profile.png
/versotech_main/lawyer-reconciliation	/versotech_main/lawyer-reconciliation	PASS	http://localhost:3000/versotech_main/lawyer-reconciliation	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/039__versotech_main_lawyer-reconciliation.png
/versotech_main/lawyers/[id]	/versotech_main/lawyers/	FAIL_PAGE	http://localhost:3000/versotech_main/lawyers	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/040__versotech_main_lawyers__id_.png
/versotech_main/messages	/versotech_main/messages	PASS	http://localhost:3000/versotech_main/messages	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/041__versotech_main_messages.png
/versotech_main/my-commercial-partners	/versotech_main/my-commercial-partners	PASS	http://localhost:3000/versotech_main/my-commercial-partners	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/042__versotech_main_my-commercial-partners.png
/versotech_main/my-commissions	/versotech_main/my-commissions	PASS	http://localhost:3000/versotech_main/my-commissions	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/043__versotech_main_my-commissions.png
/versotech_main/my-introducers	/versotech_main/my-introducers	PASS	http://localhost:3000/versotech_main/my-introducers	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/044__versotech_main_my-introducers.png
/versotech_main/my-lawyers	/versotech_main/my-lawyers	PASS	http://localhost:3000/versotech_main/my-lawyers	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/045__versotech_main_my-lawyers.png
/versotech_main/my-mandates/[mandateId]	/versotech_main/my-mandates//versotech_main/my-mandates/d52d0d1c-e2e0-438c-9798-b9eb3a847638	FAIL_PAGE	http://localhost:3000/versotech_main/my-mandates/versotech_main/my-mandates/d52d0d1c-e2e0-438c-9798-b9eb3a847638	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/046__versotech_main_my-mandates__mandateId_.png
/versotech_main/my-mandates	/versotech_main/my-mandates	PASS	http://localhost:3000/versotech_main/my-mandates	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/047__versotech_main_my-mandates.png
/versotech_main/my-partners	/versotech_main/my-partners	PASS	http://localhost:3000/versotech_main/my-partners	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/048__versotech_main_my-partners.png
/versotech_main/notifications	/versotech_main/notifications	PASS	http://localhost:3000/versotech_main/notifications	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/049__versotech_main_notifications.png
/versotech_main/opportunities/[id]	/versotech_main/opportunities/	PASS	http://localhost:3000/versotech_main/opportunities	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/050__versotech_main_opportunities__id_.png
/versotech_main/opportunities	/versotech_main/opportunities	PASS	http://localhost:3000/versotech_main/opportunities	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/051__versotech_main_opportunities.png
/versotech_main	/versotech_main	PASS	http://localhost:3000/versotech_main/dashboard	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/052__versotech_main.png
/versotech_main/partner-profile	/versotech_main/partner-profile	PASS	http://localhost:3000/versotech_main/partner-profile	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/053__versotech_main_partner-profile.png
/versotech_main/partner-transactions	/versotech_main/partner-transactions	PASS	http://localhost:3000/versotech_main/partner-transactions	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/054__versotech_main_partner-transactions.png
/versotech_main/partners/[id]	/versotech_main/partners/	FAIL_PAGE	http://localhost:3000/versotech_main/partners	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/055__versotech_main_partners__id_.png
/versotech_main/payment-requests	/versotech_main/payment-requests	PASS	http://localhost:3000/versotech_main/payment-requests	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/056__versotech_main_payment-requests.png
/versotech_main/placement-agreements/[id]	/versotech_main/placement-agreements/	PASS	http://localhost:3000/versotech_main/placement-agreements	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/057__versotech_main_placement-agreements__id_.png
/versotech_main/placement-agreements	/versotech_main/placement-agreements	PASS	http://localhost:3000/versotech_main/placement-agreements	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/058__versotech_main_placement-agreements.png
/versotech_main/portfolio/[id]	/versotech_main/portfolio/	PASS	http://localhost:3000/versotech_main/portfolio	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/059__versotech_main_portfolio__id_.png
/versotech_main/portfolio	/versotech_main/portfolio	PASS	http://localhost:3000/versotech_main/portfolio	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/060__versotech_main_portfolio.png
/versotech_main/processes	/versotech_main/processes	PASS	http://localhost:3000/versotech_admin/processes	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/061__versotech_main_processes.png
/versotech_main/profile	/versotech_main/profile	PASS	http://localhost:3000/versotech_main/profile	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/062__versotech_main_profile.png
/versotech_main/reconciliation/[id]	/versotech_main/reconciliation/	PASS	http://localhost:3000/versotech_main/reconciliation	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/063__versotech_main_reconciliation__id_.png
/versotech_main/reconciliation	/versotech_main/reconciliation	PASS	http://localhost:3000/versotech_main/reconciliation	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/064__versotech_main_reconciliation.png
/versotech_main/requests/analytics	/versotech_main/requests/analytics	PASS	http://localhost:3000/versotech_main/requests/analytics	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/065__versotech_main_requests_analytics.png
/versotech_main/requests	/versotech_main/requests	PASS	http://localhost:3000/versotech_main/requests	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/066__versotech_main_requests.png
/versotech_main/shared-transactions	/versotech_main/shared-transactions	PASS	http://localhost:3000/versotech_main/shared-transactions	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/067__versotech_main_shared-transactions.png
/versotech_main/subscription-packs	/versotech_main/subscription-packs	PASS	http://localhost:3000/versotech_main/subscription-packs	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/068__versotech_main_subscription-packs.png
/versotech_main/subscriptions/[id]	/versotech_main/subscriptions//versotech_main/subscriptions/9693e081-93d7-4c4c-8cee-4c63e466894b	FAIL_PAGE	http://localhost:3000/versotech_main/subscriptions/versotech_main/subscriptions/9693e081-93d7-4c4c-8cee-4c63e466894b	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/069__versotech_main_subscriptions__id_.png
/versotech_main/subscriptions	/versotech_main/subscriptions	PASS	http://localhost:3000/versotech_main/subscriptions	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/070__versotech_main_subscriptions.png
/versotech_main/subscriptions/vehicle-summary	/versotech_main/subscriptions/vehicle-summary	PASS	http://localhost:3000/versotech_main/subscriptions/vehicle-summary	VERSOTECH ; Investment Portal	contains_USD_text;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/071__versotech_main_subscriptions_vehicle-summary.png
/versotech_main/tasks	/versotech_main/tasks	PASS	http://localhost:3000/versotech_main/tasks	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/072__versotech_main_tasks.png
/versotech_main/users/[id]	/versotech_main/users/	PASS	http://localhost:3000/versotech_main/users	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/073__versotech_main_users__id_.png
/versotech_main/users	/versotech_main/users	PASS	http://localhost:3000/versotech_main/users	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/074__versotech_main_users.png
/versotech_main/versosign	/versotech_main/versosign	PASS	http://localhost:3000/versotech_main/versosign	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/075__versotech_main_versosign.png
/versotech_admin/agents/compliance	/versotech_admin/agents/compliance	PASS	http://localhost:3000/versotech_admin/agents/compliance	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/076__versotech_admin_agents_compliance.png
/versotech_admin/agents	/versotech_admin/agents	PASS	http://localhost:3000/versotech_admin/agents	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/077__versotech_admin_agents.png
/versotech_admin/dashboard	/versotech_admin/dashboard	PASS	http://localhost:3000/versotech_admin/dashboard	VERSOTECH ; Investment Portal	contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/078__versotech_admin_dashboard.png
/versotech_admin/growth/cohorts	/versotech_admin/growth/cohorts	PASS	http://localhost:3000/versotech_admin/growth/cohorts	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/079__versotech_admin_growth_cohorts.png
/versotech_admin/growth/engagement	/versotech_admin/growth/engagement	PASS	http://localhost:3000/versotech_admin/growth/engagement	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/080__versotech_admin_growth_engagement.png
/versotech_admin/growth/funnel	/versotech_admin/growth/funnel	PASS	http://localhost:3000/versotech_admin/growth/funnel	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/081__versotech_admin_growth_funnel.png
/versotech_admin/growth	/versotech_admin/growth	PASS	http://localhost:3000/versotech_admin/growth	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/082__versotech_admin_growth.png
/versotech_admin/growth/retention	/versotech_admin/growth/retention	PASS	http://localhost:3000/versotech_admin/growth/retention	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/083__versotech_admin_growth_retention.png
/versotech_admin	/versotech_admin	PASS	http://localhost:3000/versotech_admin/dashboard	VERSOTECH ; Investment Portal	contains_USD_text;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/084__versotech_admin.png
/versotech_admin/processes	/versotech_admin/processes	PASS	http://localhost:3000/versotech_admin/processes	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/085__versotech_admin_processes.png
/versotech_admin/settings	/versotech_admin/settings	PASS	http://localhost:3000/versotech_admin/settings	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/086__versotech_admin_settings.png
/versotech_admin/users/[id]	/versotech_admin/users//versotech_admin/users/6030ceab-1513-4ca1-be3c-caf58953612c	FAIL_PAGE	http://localhost:3000/versotech_admin/users/versotech_admin/users/6030ceab-1513-4ca1-be3c-caf58953612c	VERSOTECH ; Investment Portal	error_or_not_found;contains_dollar_symbol	tasks/currency-ui-evidence/screenshots/087__versotech_admin_users__id_.png
/versotech_admin/users/entities	/versotech_admin/users/entities	PASS	http://localhost:3000/versotech_admin/users/entities	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/088__versotech_admin_users_entities.png
/versotech_admin/users/investors	/versotech_admin/users/investors	PASS	http://localhost:3000/versotech_admin/users/investors	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/089__versotech_admin_users_investors.png
/versotech_admin/users	/versotech_admin/users	PASS	http://localhost:3000/versotech_admin/users	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/090__versotech_admin_users.png
/versotech_admin/users/staff	/versotech_admin/users/staff	PASS	http://localhost:3000/versotech_admin/users/staff	VERSOTECH ; Investment Portal		tasks/currency-ui-evidence/screenshots/091__versotech_admin_users_staff.png
