introducer_id,deal_id,investor_id,basis_type,rate_bps,accrual_amount,threshold_multiplier,performance_threshold_type
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,e92ed0be-a69a-4cb4-a623-42ce2467ca4e,spread,0,3768.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,e7010a56-575b-4c39-931f-77088df45f0b,invested_amount,200,1000.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,e7010a56-575b-4c39-931f-77088df45f0b,spread,0,4784.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,e7010a56-575b-4c39-931f-77088df45f0b,performance_fee,500,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,e7010a56-575b-4c39-931f-77088df45f0b,invested_amount,200,1000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,e7010a56-575b-4c39-931f-77088df45f0b,spread,0,5980.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,e7010a56-575b-4c39-931f-77088df45f0b,performance_fee,1000,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,09378822-443a-449f-8cb2-a259a405c65e,invested_amount,100,2000.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,09378822-443a-449f-8cb2-a259a405c65e,spread,0,26196.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,09378822-443a-449f-8cb2-a259a405c65e,spread,0,13941.60,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,899bf212-1bf5-4239-8092-079685db2f8e,invested_amount,100,2000.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,899bf212-1bf5-4239-8092-079685db2f8e,spread,0,27396.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,899bf212-1bf5-4239-8092-079685db2f8e,performance_fee,500,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,899bf212-1bf5-4239-8092-079685db2f8e,spread,0,13999.36,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,a76229d8-970d-4556-8b59-9c61d68b5fa2,invested_amount,100,250.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,a76229d8-970d-4556-8b59-9c61d68b5fa2,spread,0,3423.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,a76229d8-970d-4556-8b59-9c61d68b5fa2,performance_fee,500,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,a76229d8-970d-4556-8b59-9c61d68b5fa2,spread,0,1749.15,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,5f35adc5-412a-4980-88ce-5d2b6f7fa3fc,invested_amount,100,500.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,5f35adc5-412a-4980-88ce-5d2b6f7fa3fc,spread,0,6660.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,5f35adc5-412a-4980-88ce-5d2b6f7fa3fc,performance_fee,500,0.00,0.0,
1e9af1ef-f4c5-4e73-b895-fe271ab6dc3d,07eff085-9f1d-4e02-b1e2-d717817503f1,5f35adc5-412a-4980-88ce-5d2b6f7fa3fc,spread,0,3330.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,bd62f55f-73cf-4ea9-b730-453ba3838de4,invested_amount,100,2500.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,bd62f55f-73cf-4ea9-b730-453ba3838de4,spread,0,33303.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,bd62f55f-73cf-4ea9-b730-453ba3838de4,performance_fee,500,0.00,0.0,
1e9af1ef-f4c5-4e73-b895-fe271ab6dc3d,07eff085-9f1d-4e02-b1e2-d717817503f1,bd62f55f-73cf-4ea9-b730-453ba3838de4,spread,0,16651.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,ecb1dd0f-6866-4553-81ba-b49b1c30bd9d,spread,0,13812.50,,
b661243f-e6b4-41f1-b239-de4b197a689a,07eff085-9f1d-4e02-b1e2-d717817503f1,ecb1dd0f-6866-4553-81ba-b49b1c30bd9d,spread,0,18687.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,9f1461a5-898c-4796-8610-3c559c597987,spread,0,6748.80,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,9f1461a5-898c-4796-8610-3c559c597987,spread,0,6806.52,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0ba0fbe1-9833-477e-9ee5-7690ef0fe97a,invested_amount,100,1000.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0ba0fbe1-9833-477e-9ee5-7690ef0fe97a,spread,0,13320.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0ba0fbe1-9833-477e-9ee5-7690ef0fe97a,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,3453300a-9fe8-4eba-8ce7-868c229c3efd,invested_amount,100,500.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,3453300a-9fe8-4eba-8ce7-868c229c3efd,spread,0,6660.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,3453300a-9fe8-4eba-8ce7-868c229c3efd,performance_fee,500,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,a7a6b0b9-538c-44d6-b8c6-3df69b5a5212,spread,0,9088.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,e08aa345-6c1a-48fb-bad6-7bb140929d54,spread,0,5000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,1a259349-5f9b-40c5-a8b9-ab466ede6861,spread,0,57104.25,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,c42adb05-f412-489a-b1a2-59607e1efb05,invested_amount,100,1000.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,c42adb05-f412-489a-b1a2-59607e1efb05,spread,0,6748.80,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,c42adb05-f412-489a-b1a2-59607e1efb05,spread,0,6806.52,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0938fe48-c579-4031-8fba-97b348218ddf,spread,0,20199.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0938fe48-c579-4031-8fba-97b348218ddf,performance_fee,500,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,0938fe48-c579-4031-8fba-97b348218ddf,spread,0,10321.69,,
b661243f-e6b4-41f1-b239-de4b197a689a,07eff085-9f1d-4e02-b1e2-d717817503f1,971d7d29-fed0-43b0-960b-6f30e70cf086,spread,0,994968.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,4604.25,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,2301.25,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,18420.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,3223.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,b8414382-e1e9-479b-b341-e84c31bdba00,spread,0,9210.25,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,4604.25,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,4604.25,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,fa08fe4c-5b2b-4143-9518-d508537172ce,spread,0,2301.25,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,44de3ae0-0fb2-46ad-8743-c8296cd65f0e,spread,0,8716.60,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,44de3ae0-0fb2-46ad-8743-c8296cd65f0e,spread,0,2177.10,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,44de3ae0-0fb2-46ad-8743-c8296cd65f0e,spread,0,2177.10,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,44de3ae0-0fb2-46ad-8743-c8296cd65f0e,spread,0,2177.10,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,spread,0,234906.43,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,performance_fee,375,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,invested_amount,200,99999.98,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,spread,0,65901.35,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,performance_fee,125,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,9a4c9198-0e97-4388-bc7e-a4191472d750,spread,0,31750.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,2d1851ef-8256-4f17-b306-e7308fd1d571,invested_amount,50,2500.00,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,2d1851ef-8256-4f17-b306-e7308fd1d571,spread,0,104164.20,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,2d1851ef-8256-4f17-b306-e7308fd1d571,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,2d1851ef-8256-4f17-b306-e7308fd1d571,invested_amount,100,5000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,2d1851ef-8256-4f17-b306-e7308fd1d571,spread,0,13179.96,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,2d1851ef-8256-4f17-b306-e7308fd1d571,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,9045e2ec-a0bb-474b-af82-fee83fa5eef1,spread,0,19725.80,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,9045e2ec-a0bb-474b-af82-fee83fa5eef1,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,9045e2ec-a0bb-474b-af82-fee83fa5eef1,invested_amount,200,3200.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,9045e2ec-a0bb-474b-af82-fee83fa5eef1,spread,0,4217.24,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,9045e2ec-a0bb-474b-af82-fee83fa5eef1,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,80eab681-0f34-4c73-96dd-884862dc3816,spread,0,44387.40,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,80eab681-0f34-4c73-96dd-884862dc3816,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,80eab681-0f34-4c73-96dd-884862dc3816,invested_amount,200,7200.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,80eab681-0f34-4c73-96dd-884862dc3816,spread,0,9489.72,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,80eab681-0f34-4c73-96dd-884862dc3816,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,6b132a0f-9c83-4047-b987-6b027c7e28e6,spread,0,6162.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,6b132a0f-9c83-4047-b987-6b027c7e28e6,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,6b132a0f-9c83-4047-b987-6b027c7e28e6,invested_amount,200,1000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,6b132a0f-9c83-4047-b987-6b027c7e28e6,spread,0,1317.50,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,6b132a0f-9c83-4047-b987-6b027c7e28e6,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,81b04824-6086-4e08-a69d-06c2f5f23832,spread,0,20829.90,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,81b04824-6086-4e08-a69d-06c2f5f23832,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,81b04824-6086-4e08-a69d-06c2f5f23832,invested_amount,200,2000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,81b04824-6086-4e08-a69d-06c2f5f23832,spread,0,2635.62,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,81b04824-6086-4e08-a69d-06c2f5f23832,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,55e3a375-9304-4576-84aa-7cee77f60a05,spread,0,12327.90,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,55e3a375-9304-4576-84aa-7cee77f60a05,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,55e3a375-9304-4576-84aa-7cee77f60a05,invested_amount,200,2000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,55e3a375-9304-4576-84aa-7cee77f60a05,spread,0,2635.62,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,55e3a375-9304-4576-84aa-7cee77f60a05,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,b6b5e194-c7c2-4732-ba4b-57266158fb14,spread,0,9245.20,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,b6b5e194-c7c2-4732-ba4b-57266158fb14,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,b6b5e194-c7c2-4732-ba4b-57266158fb14,invested_amount,200,1500.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,b6b5e194-c7c2-4732-ba4b-57266158fb14,spread,0,1976.56,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,b6b5e194-c7c2-4732-ba4b-57266158fb14,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0339cb56-2073-4eaf-bd16-b5aee1578d0f,spread,0,10412.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,0339cb56-2073-4eaf-bd16-b5aee1578d0f,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,0339cb56-2073-4eaf-bd16-b5aee1578d0f,invested_amount,200,1000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,0339cb56-2073-4eaf-bd16-b5aee1578d0f,spread,0,1317.50,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,0339cb56-2073-4eaf-bd16-b5aee1578d0f,performance_fee,500,0.00,0.0,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,25288dc0-7e63-4da4-b1c3-b97eeca04664,spread,0,6162.50,,
d5e08d13-ebdf-4d8c-a218-ee50e2117c6f,07eff085-9f1d-4e02-b1e2-d717817503f1,25288dc0-7e63-4da4-b1c3-b97eeca04664,performance_fee,750,0.00,0.0,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,25288dc0-7e63-4da4-b1c3-b97eeca04664,invested_amount,200,1000.00,,
98fdce26-5a61-486e-a450-8e13dd4cfbf4,07eff085-9f1d-4e02-b1e2-d717817503f1,25288dc0-7e63-4da4-b1c3-b97eeca04664,spread,0,1317.50,,
