introducer_id,investor_id,basis_type,tier_number,count,subscription_count_for_investor,exact_duplicate_groups
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3e3a4630-1ef4-4e85-b8d5-1002e4da30a2,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3e3a4630-1ef4-4e85-b8d5-1002e4da30a2,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3f31608d-f7e1-4533-9bab-71399bb42a36,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3f31608d-f7e1-4533-9bab-71399bb42a36,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3f31608d-f7e1-4533-9bab-71399bb42a36,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3f9a5aff-0559-4c80-bf24-b0a5ae23fb2c,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3f9a5aff-0559-4c80-bf24-b0a5ae23fb2c,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,3f9a5aff-0559-4c80-bf24-b0a5ae23fb2c,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,41b8b9df-623b-4b68-9a33-f8abddccf526,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4339bf8e-ffca-44fa-9977-fda583e7c35e,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4339bf8e-ffca-44fa-9977-fda583e7c35e,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4339bf8e-ffca-44fa-9977-fda583e7c35e,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,44de3ae0-0fb2-46ad-8743-c8296cd65f0e,spread,None,12,4,3
98fdce26-5a61-486e-a450-8e13dd4cfbf4,46ef8d98-702c-4d6f-bb42-fb6974b529f4,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4871a422-e1a1-4e05-af43-bf1ac2af4523,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,48e4bfc8-e826-455e-8212-16fe187125de,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,49365fe3-a2d5-4a9c-b2ef-4249560ab28c,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,49365fe3-a2d5-4a9c-b2ef-4249560ab28c,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,49365fe3-a2d5-4a9c-b2ef-4249560ab28c,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4951f245-0239-4649-b64a-e826ae26b545,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4951f245-0239-4649-b64a-e826ae26b545,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4951f245-0239-4649-b64a-e826ae26b545,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4b0e2fb3-073f-4a63-adfc-66fb9586917a,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4b0e2fb3-073f-4a63-adfc-66fb9586917a,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4c7b5bab-5a03-4f64-8b36-683ed2c6e5cc,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4c7b5bab-5a03-4f64-8b36-683ed2c6e5cc,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4c7b5bab-5a03-4f64-8b36-683ed2c6e5cc,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4c85ab42-a812-4310-a6d0-c645e4ec3f5b,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4c85ab42-a812-4310-a6d0-c645e4ec3f5b,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4c85ab42-a812-4310-a6d0-c645e4ec3f5b,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4da51840-5941-4401-b368-b74fad85d586,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4da51840-5941-4401-b368-b74fad85d586,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,4da51840-5941-4401-b368-b74fad85d586,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,50af6602-d56f-4274-b714-db711c939836,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,52c00637-7baa-4805-9618-c010ec591f03,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,52c00637-7baa-4805-9618-c010ec591f03,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,53a2b893-cb8d-45a1-b31d-b0b52ce14be9,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,55e3a375-9304-4576-84aa-7cee77f60a05,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,55e3a375-9304-4576-84aa-7cee77f60a05,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,55e3a375-9304-4576-84aa-7cee77f60a05,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,58e068b6-e875-4152-95a9-82204583f59b,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,58e068b6-e875-4152-95a9-82204583f59b,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,5ad344d5-caa7-457e-818b-ac21c0f2712f,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,5ad344d5-caa7-457e-818b-ac21c0f2712f,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,5e9e4bb0-1f69-4815-a303-31847a611b0a,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,5e9e4bb0-1f69-4815-a303-31847a611b0a,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,5e9e4bb0-1f69-4815-a303-31847a611b0a,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,5ee17648-dd9d-4351-a450-f57119440739,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6063d553-b75c-489c-90d5-23e8010cf662,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6063d553-b75c-489c-90d5-23e8010cf662,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6063d553-b75c-489c-90d5-23e8010cf662,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,619e2e5a-79e7-4049-8711-7f0ee73af3b5,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,619e2e5a-79e7-4049-8711-7f0ee73af3b5,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,627e05f2-c53b-4ab8-a500-a57064d8c3a7,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,627e05f2-c53b-4ab8-a500-a57064d8c3a7,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,62d52c10-0055-427a-b5c8-27ffe558032d,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,62d52c10-0055-427a-b5c8-27ffe558032d,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,62d52c10-0055-427a-b5c8-27ffe558032d,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,63e20307-1a84-4ad6-aa49-63e36ef4a124,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,69075b7c-5dfd-4bd5-b8f7-e0757fe28d64,invested_amount,None,2,2,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6a8571b3-4b3d-49f5-b49a-0357aff40a34,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6b132a0f-9c83-4047-b987-6b027c7e28e6,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6b132a0f-9c83-4047-b987-6b027c7e28e6,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,6b132a0f-9c83-4047-b987-6b027c7e28e6,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,702b2d12-09e0-4318-a096-21f8c4330d40,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,702b2d12-09e0-4318-a096-21f8c4330d40,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,702b2d12-09e0-4318-a096-21f8c4330d40,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,70ef11bd-884a-492e-9638-e6026211880d,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,70ef11bd-884a-492e-9638-e6026211880d,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,70ef11bd-884a-492e-9638-e6026211880d,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,767621ad-dcee-4e44-9a02-d36dac9ac712,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,767621ad-dcee-4e44-9a02-d36dac9ac712,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,79a689ba-cace-46b3-881c-89a0deb3632b,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,79f6a524-24c2-407d-a754-6c6a8d9b18bc,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,79f6a524-24c2-407d-a754-6c6a8d9b18bc,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,79f6a524-24c2-407d-a754-6c6a8d9b18bc,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7a298dec-0c25-4281-abef-bb2b2e955571,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7a298dec-0c25-4281-abef-bb2b2e955571,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7eab0f48-b547-49cc-a25f-11069fe273a0,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7eab0f48-b547-49cc-a25f-11069fe273a0,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7f066910-063c-4bc6-8999-af10132b78fc,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7f066910-063c-4bc6-8999-af10132b78fc,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,7ffea7ed-32a9-4aab-a366-cea7e06d8490,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,80eab681-0f34-4c73-96dd-884862dc3816,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,80eab681-0f34-4c73-96dd-884862dc3816,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,80eab681-0f34-4c73-96dd-884862dc3816,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,81935830-4bad-42bb-9769-d7f0cbd685cf,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,81b04824-6086-4e08-a69d-06c2f5f23832,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,81b04824-6086-4e08-a69d-06c2f5f23832,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,81b04824-6086-4e08-a69d-06c2f5f23832,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8200a00b-2bc2-466b-8350-e418e59a803c,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8200a00b-2bc2-466b-8350-e418e59a803c,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8618f750-f156-4c86-a554-5905443e08fb,spread,None,2,0,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,899bf212-1bf5-4239-8092-079685db2f8e,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8cfc4ef6-fb47-41ba-bfa2-76d1762e0187,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,8f47cdb2-8ccf-4ca1-a364-bed0fb48e3e8,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9045e2ec-a0bb-474b-af82-fee83fa5eef1,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9045e2ec-a0bb-474b-af82-fee83fa5eef1,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9045e2ec-a0bb-474b-af82-fee83fa5eef1,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,90c92efe-20ea-4a95-b960-a0a372b987e5,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,94895ceb-b439-46db-90ce-48f34a918385,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,94895ceb-b439-46db-90ce-48f34a918385,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,94895ceb-b439-46db-90ce-48f34a918385,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,952bebfb-1a37-472b-9e05-464031b00622,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,952bebfb-1a37-472b-9e05-464031b00622,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,952bebfb-1a37-472b-9e05-464031b00622,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9532de9c-65b9-4aab-a8f3-1b384bb8a623,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9532de9c-65b9-4aab-a8f3-1b384bb8a623,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9532de9c-65b9-4aab-a8f3-1b384bb8a623,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,99c7fd03-b5e4-4d2f-b93e-a7d5ec2288d6,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,99c7fd03-b5e4-4d2f-b93e-a7d5ec2288d6,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9a007053-0d39-4a67-b6b6-4a7f00012c0c,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9a007053-0d39-4a67-b6b6-4a7f00012c0c,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9a007053-0d39-4a67-b6b6-4a7f00012c0c,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9a4c9198-0e97-4388-bc7e-a4191472d750,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9b75c93e-2e58-4ea0-855e-88b94e8c60a9,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9b75c93e-2e58-4ea0-855e-88b94e8c60a9,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9b75c93e-2e58-4ea0-855e-88b94e8c60a9,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9c2179a0-0791-4835-bd61-4bbaf145db6d,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9c2179a0-0791-4835-bd61-4bbaf145db6d,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9c9e78cf-0418-4fa9-b00d-07af4db45578,invested_amount,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9c9e78cf-0418-4fa9-b00d-07af4db45578,performance_fee,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9c9e78cf-0418-4fa9-b00d-07af4db45578,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9cb830ec-9a56-49bc-a6ef-3732b8e354d4,spread,None,3,0,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,9f1461a5-898c-4796-8610-3c559c597987,spread,None,3,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a224b1ea-94b5-4065-9070-a4ac43c6aede,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a224b1ea-94b5-4065-9070-a4ac43c6aede,spread,None,2,1,0
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a27bdabd-4cfb-446d-9523-9e9c162b4739,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a27bdabd-4cfb-446d-9523-9e9c162b4739,performance_fee,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a2e51082-058b-449e-a608-cc9cc84ca4ca,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a3f94ecc-ec19-4525-a1f3-c535d3b52e93,invested_amount,None,2,1,1
98fdce26-5a61-486e-a450-8e13dd4cfbf4,a3f94ecc-ec19-4525-a1f3-c535d3b52e93,performance_fee,None,2,1,1
